0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.00788905,6.03166e-05
0.0147984,7.66235e-05
0.016716,6.1404e-05
0.0176763,5.37978e-05
0.0195982,3.85894e-05
0.0234484,8.18828e-06
0.0311764,-5.2544e-05
0.0467716,-0.000173652
0.0467716,-0.000173652
0.064164,-5.75423e-05
0.064164,-5.75423e-05
0.0634645,8.21774e-05
0.0637551,0.000361684
0.0675612,0.000920443
0.0763228,0.00203779
0.0763228,0.00203779
0.0824026,0.0031555
0.0964126,0.0053907
0.0964126,0.0053907
0.104689,0.00762647
0.104689,0.00762647
0.114526,0.00986211
0.126417,0.0120975
0.12819,0.0132156
0.12819,0.0132156
0.132503,0.0143334
0.138249,0.0154512
0.138249,0.0154512
0.142019,0.0165691
0.149229,0.0188049
0.149229,0.0188049
0.149229,0.0188049
0.151748,0.0196231
0.156936,0.0212162
0.167154,0.0244486
0.167154,0.0244486
0.176383,0.0279426
0.176383,0.0279426
0.185806,0.0313889
0.185806,0.0313889
0.194949,0.0349034
0.194949,0.0349034
0.203829,0.0384792
0.203829,0.0384792
0.212467,0.0421088
0.212467,0.0421088
0.220879,0.0457867
0.220879,0.0457867
0.229079,0.049508
0.229079,0.049508
0.23708,0.0532688
0.23708,0.0532688
0.244895,0.0570654
0.244895,0.0570654
0.252533,0.0608945
0.252533,0.0608945
0.260006,0.0647535
0.260006,0.0647535
0.267322,0.0686398
0.267322,0.0686398
0.27449,0.0725513
0.27449,0.0725513
0.281517,0.076486
0.281517,0.076486
0.288412,0.0804422
0.288412,0.0804422
0.295179,0.0844183
0.295179,0.0844183
0.301827,0.088413
0.301827,0.088413
0.30836,0.0924249
0.30836,0.0924249
0.314784,0.096453
0.314784,0.096453
0.321103,0.100496
0.321103,0.100496
0.327322,0.104553
0.327322,0.104553
0.333446,0.108624
0.333446,0.108624
0.339478,0.112707
0.339478,0.112707
0.345422,0.116802
0.345422,0.116802
0.351282,0.120908
0.351282,0.120908
0.357061,0.125024
0.357061,0.125024
0.362761,0.129151
0.362761,0.129151
0.368387,0.133286
0.368387,0.133286
0.37394,0.137431
0.37394,0.137431
0.379424,0.141584
0.379424,0.141584
0.38484,0.145746
0.38484,0.145746
0.390191,0.149915
0.390191,0.149915
0.395479,0.154091
0.395479,0.154091
0.400706,0.158274
0.400706,0.158274
0.405875,0.162464
0.405875,0.162464
0.410986,0.166661
0.410986,0.166661
0.416042,0.170863
0.416042,0.170863
0.421045,0.175072
0.421045,0.175072
0.425996,0.179286
0.425996,0.179286
0.430896,0.183505
0.430896,0.183505
0.435747,0.18773
0.435747,0.18773
0.44055,0.191959
0.44055,0.191959
0.445307,0.196194
